"Goods_1010001"     "采矿智械"
//物品666 - 货币
"Goods_6660001"     "月石"
"Goods_6660002"     "星石"
"Goods_6660003"     "星辉"
"Goods_6660004"     "魂石"
"Goods_6661000"     "现金"
"Goods_6661001"     "人民币"
"Goods_6661002"     "美元"

//货币说明
"GoodsDetail_6660001"     "<font color='#80def6'>月石</font><br></br>用于在月石商店中购买月石商品，主要通过充值或打开宝箱获得。"
"GoodsDetail_6660002"     "<font color='#80def6'>星石</font><br></br>用于在星石商店中购买星石商品，主要通过游玩或打开宝箱获得。"
"GoodsDetail_6660003"     "<font color='#80def6'>星辉</font><br></br>最稀有的货币，用于在星辉商店中兑换稀有商品，主要通过游玩或者打开宝箱获得。"

//物品888 - 商品
"Goods_8881001"     "战争通行证"
"Goods_8881002"     "战争通行证经验"
"Goods_8882002"     "英雄宝箱"
"Goods_8882003"     "中宝箱"
"Goods_8882004"     "小宝箱"
"Goods_8882005"     "英雄宝箱"
"Goods_8882009"     "骨渊超值礼包"
"Goods_8882010"     "新春红包"
"Goods_8883001"     "信使宝箱"
"Goods_8883002"     "信使宝箱"
"Goods_8884001"     "命运骰子"
"Goods_8884003"     "星光闪耀"
"Goods_8884004"     "轮回之力"
"Goods_8884005"     "心跳停止"
"Goods_8885001"     "1魂石"
"Goods_8885002"     "星辉专属信使"
"Goods_8885003"     "通用英雄经验"
"Goods_8885005"     "通用英雄经验"
"Goods_8886001"     "一小袋月石"
"Goods_8886002"     "一袋月石"
"Goods_8886003"     "一箱月石"
"Goods_8886004"     "一堆月石"
"Goods_8886005"     "一桶月石"
"Goods_8886006"     "堆积如山的月石"
"Goods_8886007"     "一袋星石"
"Goods_8886008"     "一箱星石"
"Goods_8886009"     "一堆星石"
"Goods_8886010"     "一桶星石"
"Goods_8886011"     "堆积如山的星石"
"Goods_8882006"     "指挥官宝箱礼包"
"Goods_8882007"     "启程礼包"
"Goods_8882008"     "远征礼包"
"Goods_8889001"     "1月秘境PLUS"
"Goods_8889002"     "半年秘境PLUS"
"Goods_8889003"     "永久秘境PLUS"
"Goods_8888001"     "英雄宝箱"
"Goods_8888002"     "指挥官宝箱"
"Goods_8888003"     "信使宝箱"
"Goods_8888008"     "通用英雄经验"
"Goods_8888009"     "每日免费"
"Goods_8888010"     "PLUS每日免费"
"Goods_8888011"     "PLUS每日免费"
"Goods_8888012"     "雅克牛"
"Goods_8888013"     "仙角鹿"
"Goods_8888014"     "玉小龙"
"Goods_8888015"     "绝境武士"
"Goods_8888016"     "每周免费"
"Goods_8888017"     "PLUS每周免费"
"Goods_8888018"     "每日红包"

//商品说明
"GoodsDetail_8881001"       "<font color='#f1ab41'>第1赛季战争通行证</font><br></br>每个帐号限购1次。<br></br>完成通行证任务获得丰富奖励：<br></br>※ 英雄宝箱<br></br>※ 指挥官宝箱<br></br>※ 命运骰子<br></br>※ 心跳停止<br></br>※ 星光闪耀<br></br>※ 轮回之力<br></br>※ 星石<br></br>※ 月石<br></br>※ <font color='#80def6'>通行证专属指挥官</font><br></br>※ <font color='#f1ab41'>通行证专属信使</font>"
"GoodsDetail_8881002"       "内含战争通行证经验【1000】点"
"GoodsDetail_8882002"       "英雄宝箱可以开出星石，并有概率获得英雄经验，N、R、SR、SSR英雄。"
"GoodsDetail_8882003"       "中宝箱有概率开出星石，英雄经验，N、R、SR英雄。"
"GoodsDetail_8882004"       "小宝箱有概率开出星石，英雄经验，N、R英雄。"
"GoodsDetail_8882005"       "英雄宝箱可以开出星石，并有概率获得英雄经验，N、R、SR、SSR英雄。"
"GoodsDetail_8882009"       "<font color='#f1ab41'>骨渊超值礼包</font><br></br>每个帐号限购1次。<br></br>内含：<br></br>※ 【N】骸骨战士 * 20<br></br>※ 【R】誓约守护者 * 20<br></brs>※ <font color='#80def6'>【SR】幽冥上师 * 20</font><br></br>※ <font color='#f1ab41'>【SSR】不朽大帝 * 20</font>"
"GoodsDetail_8882010"       "<font color='#f1ab41'>新春红包</font> <br></br>有概率获得以下物品：<br></br>※ 星石 <br></br>※ 星辉</br><br>※ 随机<font color='#80def6'>宝箱</font></br><br>※ <font color='#f1ab41'>超级年兽宝宝</font><br></br>单次抽取SSR概率：0.50%<br></br>每200次抽取必出<font color='#f1ab41'>超级年兽宝宝</font>"
"GoodsDetail_8883001"       "信使宝箱"
"GoodsDetail_8883002"       "信使宝箱"
"GoodsDetail_8884001"       "<font color='#80def6'>命运骰子</font><br></br>在游戏中，使用命运骰子刷新出现的神器或装备。"
"GoodsDetail_8884003"       "<font color='#80def6'>星光闪耀</font><br></br>在战斗中使用让英雄立即提升1个星级，持续1回合。"
"GoodsDetail_8884004"       "<font color='#80def6'>轮回之力</font><br></br>在战斗中使用立即复活所有阵亡英雄。"
"GoodsDetail_8884005"       "<font color='#80def6'>心跳停止</font><br></br>在战斗中使用将当前所有敌人的生命值变为1。"
"GoodsDetail_8885003"       "内含通用英雄经验【100】点，可用来升级任意英雄。"
"GoodsDetail_8885005"       "内含通用英雄经验【100】点，可用来升级任意英雄。"
"GoodsDetail_8886001"       "每份包含【30】月石，用来购买商城物品。"
"GoodsDetail_8886002"       "每份包含【80】月石，用来购买商城物品。"
"GoodsDetail_8886003"       "每份包含【170】月石，用来购买商城物品。"
"GoodsDetail_8886004"       "每份包含【360】月石，用来购买商城物品。"
"GoodsDetail_8886005"       "每份包含【950】月石，用来购买商城物品。"
"GoodsDetail_8886006"       "每份包含【2000】月石，用来购买商城物品。"
"GoodsDetail_8886007"       "每份包含【1500】星石，用来购买商城物品。"
"GoodsDetail_8886008"       "每份包含【4000】星石，用来购买商城物品。"
"GoodsDetail_8886009"       "每份包含【12000】星石，用来购买商城物品。"
"GoodsDetail_8886010"       "每份包含【26000】星石，用来购买商城物品。"
"GoodsDetail_8886011"       "每份包含【56000】星石，用来购买商城物品。"
"GoodsDetail_8889001"       "<font color='#80def6'>1月秘境PLUS</font><br></br>特权解锁：<br></br>※ 档案经验 +25%<br></br>※ BattlePass经验 +25%<br></br>※ <font color='#80def6'>初始抽卡数 +2</font><br></br>※ <font color='#f1ab41'>每局掉落奖励翻倍</font><br></br>立即获得：<br></br>※ 英雄宝箱 * 1<br></br>每日获得：<br></br>※ 月石 * 20<br></br><font color='#f1ab41'>每日福利请在商店首页领取</font>"
"GoodsDetail_8889002"       "<font color='#f1ab41'>半年秘境PLUS</font><br></br>特权解锁：<br></br>※ 档案经验 +25%<br></br>※ BattlePass经验 +25%<br></br>※ <font color='#80def6'>初始抽卡数 +2</font><br></br>※ <font color='#f1ab41'>每局掉落奖励翻倍</font><br></br>立即获得：<br></br>※ 英雄宝箱 * 7<br></br>※ 指挥官宝箱 * 3<br></br>※ <font color='#80def6'>秘境PLUS专属信使【小熊人】</font><br></br>每日获得：<br></br>※ 月石 * 20<br></br><font color='#f1ab41'>每日福利请在商店首页领取</font>"
"GoodsDetail_8889003"       "<font color='#f1ab41'>永久秘境PLUS</font><br></br>特权解锁：<br></br>※ 档案经验 +25%<br></br>※ BattlePass经验 +25%<br></br>※ <font color='#80def6'>初始抽卡数 +2</font><br></br>※ <font color='#f1ab41'>每局掉落奖励翻倍</font><br></br>立即获得：<br></br>※ 英雄宝箱 * 15<br></br>※ 指挥官宝箱 * 6<br></br>※ 信使宝箱 * 1<br></br>※ <font color='#80def6'>秘境PLUS专属信使【小熊人】</font><br></br>每日获得：<br></br>※ 月石 * 20<br></br><font color='#f1ab41'>每日福利请在商店首页领取</font>"
"GoodsDetail_8882006"       "指挥官宝箱礼包。"
"GoodsDetail_8882007"       "<font color='#80def6'>启程礼包</font> <br></br>每个帐号限购1次。 <br></br>内含：<br></br>※ 英雄宝箱 * 2<br></br>※ 命运骰子 * 5<br></brs>※ 星石 * 4000<br></br>※ 月石 * 50"
"GoodsDetail_8882008"       "<font color='#f1ab41'>远征礼包</font> <br></br>每个帐号限购1次。 <br></br>内含：<br></br>※ 指挥官：<font color='#9611ee'>修理大师★★★</font><br></br>※ 英雄宝箱 * 10<br></br>※ 指挥官宝箱 * 5<br></br>※ 命运骰子 * 20<br></br>※ 心跳停止 * 5<br></br>※ 星光闪耀 * 5<br></br>※ 轮回之力 * 5<br></br>※ 星石 * 20000<br></br>※ 月石 * 100"
"GoodsDetail_8888001"       "<font color='#f1ab41'>英雄宝箱</font> <br></br>内含：<br></br>※ 星石 <br></br>※ 星辉</br><br>※ 随机品质<font color='#80def6'>英雄</font> * 3<br></br>单次抽取SSR概率：12.12%<br></br>每5次抽取必出<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888002"       "<font color='#f1ab41'>指挥官宝箱</font> <br></br>内含：<br></br>※ 星石 <br></br>※ 星辉<br></br>※ 战争通行证经验</br><br>※ 随机品质<font color='#80def6'>指挥官</font><br></br>单次抽取SSR概率：1.54%<br></br>每30次抽取必出<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888003"       "<font color='#f1ab41'>信使宝箱</font> <br></br>内含：<br></br>※ 星石 <br></br>※ 星辉<br></br>※ 战争通行证经验</br><br>※ 随机品质<font color='#80def6'>信使</font><br></br>单次抽取SSR概率：2.70%<br></br>每20次抽取必出<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888008"       "<font color='#80def6'>通用英雄经验</font> <br></br>内含通用英雄经验【100】点，可用来升级任意英雄"
"GoodsDetail_8888009"       "每日福利，免费领取<br></br>※ 星石 * 500"
"GoodsDetail_8888010"       "<font color='#f1ab41'>秘境PLUS专属</font>每日福利<br></br>※ 500星石"
"GoodsDetail_8888011"       "<font color='#f1ab41'>秘境PLUS专属</font>每日福利<br></br>※ 月石 * 20"
"GoodsDetail_8888012"       "<font color='#f1ab41'>星石专属信使</font><br></br>自带技能【暴击】：所有英雄普攻有概率造成暴击伤害。"
"GoodsDetail_8888013"       "<font color='#f1ab41'>月石专属信使</font><br></br>自带技能【时来运转】：击杀怪物有概率获得额外魂晶。"
"GoodsDetail_8888014"       "<font color='#f1ab41'>星辉专属信使</font><br></br>自带技能【财源滚滚】：手牌税收金币提高。"
"GoodsDetail_8888015"       "<font color='#f1ab41'>星辉专属指挥官</font><br></br>第一层天赋：【还不够】【血与金币】<br></br>第二层天赋：【肉体忍耐】【再生术】<br></br>第三层天赋：【天生好战】【血战的证明】"
"GoodsDetail_8888016"       "每周福利，免费领取<br></br>※ 英雄宝箱 * 20"
"GoodsDetail_8888017"       "<font color='#f1ab41'>秘境PLUS专属</font>每周福利<br></br>※ 英雄宝箱 * 20"
"GoodsDetail_8888018"       "每日福利，<font color='#f1ab41'>牛年大吉</font><br></br>※ 新春红包 * 1"
