"Goods_1010001"     "Minewerk"
"GoodsDetail_8882010"       "<font color='#f1ab41'>New Year Red Pocket</font> <br></br>Randomly get one of the reward<br></br>※ Star Stone <br></br>※ Galaxy Powder</br><br>※ Random <font color='#80def6'>collection</font></br><br>※ <font color='#f1ab41'>Limited Courier</font><br></br>Single Draw SSR prob: 0.50%<br></br>200 draw 100% get<font color='#f1ab41'>Limited Courier</font>"
"GoodsDetail_8883001"       "Courier Collection"
"GoodsDetail_8883002"       "Courier Collection"
"GoodsDetail_8884001"       "<font color='#80def6'>Dice of Fate</font><br></br>Use dice of fate to get a reroll selection in games."
"GoodsDetail_8884003"       "<font color='#80def6'>Starry Shine</font><br></br>Using to star up 1 level your heroes until battle round end"
"GoodsDetail_8884004"       "<font color='#80def6'>Force of Samsara</font><br></br>Resurrect all death heroes, including other players."
"GoodsDetail_8884005"       "<font color='#80def6'>Palpitation</font><br></br>Change every enemies health to 1 in battle"
"GoodsDetail_8885003"       "【100】Heroes common exp, can be used level up heroes"
"GoodsDetail_8885005"       "【100】Heroes common exp, can be used level up heroes"
"GoodsDetail_8886001"       "Include【30】 moon Rocks, used to buy store goods"
"GoodsDetail_8886002"       "Include【80】moon Rocks, used to buy store goods"
"GoodsDetail_8886003"       "Include【170】moon Rocks, used to buy store goods"
"GoodsDetail_8886004"       "Include【360】moon Rocks, used to buy store goods"
"GoodsDetail_8886005"       "Include【950】moon Rocks, used to buy store goods"
"GoodsDetail_8886006"       "Include【2000】moon Rocks, used to buy store goods"
"GoodsDetail_8886007"       "Include【1500】Star Stone, Use to buy store goods"
"GoodsDetail_8886008"       "Include【4000】Star Stone, Use to buy store goods"
"GoodsDetail_8886009"       "Include【12000】Star Stone, Use to buy store goods"
"GoodsDetail_8886010"       "Include【26000】Star Stone, Use to buy store goods"
"GoodsDetail_8886011"       "Include【56000】Star Stone, Use to buy store goods"
"GoodsDetail_8889001"       "<font color='#80def6'>Lostland PLUS-1 Month</font><br></br>Vip：<br></br>※ Personal DATA Exp +25%<br></br>※ BattlePass Exp +25%<br></br>※ <font color='#80def6'>Init draw card slot +2</font><br></br>※ <font color='#f1ab41'>Double reward after every game</font><br></br>Get now: <br></br>※ Hero Collection * 1<br></br>Daily reward :<br></br>※ moon rocks * 20<br></br><font color='#f1ab41'>Daily reward receive at store</font>"
"GoodsDetail_8889002"       "<font color='#f1ab41'>Lostland PLUS-6 Months</font><br></br>Vip: <br></br>※ Personal DATA Exp +25%<br></br>※ BattlePass Exp +25%<br></br>※ <font color='#80def6'>Init draw card slot +2</font><br></br>※ <font color='#f1ab41'>Double reward after every game</font><br></br>Get now: <br></br>※ Hero Collection * 7<br></br>※ Commander Collection * 3<br></br>※ <font color='#80def6'>Lostland PLUS Courier</font><br></br>Daily reward :<br></br>※ moon rocks * 20<br></br><font color='#f1ab41'>Daily reward receive at store</font>"
"GoodsDetail_8889003"       "<font color='#f1ab41'>Lostland PLUS-Permanent</font><br></br>Vip: <br></br>※ Personal DATA Exp +25%<br></br>※ BattlePass Exp +25%<br></br>※ <font color='#80def6'>Init draw card slot +2</font><br></br>※ <font color='#f1ab41'>Double reward after every game</font><br></br>Get now: <br></br>※ Hero Collection * 15<br></br>※ Commander Collection * 6<br></br>※ Courier Collection * 1<br></br>※ <font color='#80def6'>Lostland PLUS Courier</font><br></br>Daily reward :br></br>※ moon rocks * 20<br></br><font color='#f1ab41'>Daily reward receive at store</font>"
"GoodsDetail_8882006"       "Commander collection packs"
"GoodsDetail_8882007"       "<font color='#80def6'>Starter's Bundle</font> <br></br>Can only be purchased once by each account <br></br>Include: <br></br>※ Hero collection * 2<br></br>※ Dice of Fate * 5<br></brs>※ Star Stone * 4000<br></br>※ moon rocks * 50"
"GoodsDetail_8882008"       "<font color='#f1ab41'>Lostland Bundle</font> <br></br>Can only be purchased once by each account <br></br>Include: <br></br>※ Commander: <font color='#9611ee'>Rattletrap★★★</font> <br></br>※ Hero collection * 10<br></br>※ Commander collection * 5<br></br>※ Dice of fate * 20<br></br>※ Palpitation * 5<br></br>※ Starry Shine * 5<br></br>※ Force of Samsara * 5<br></br>※ Star Stone * 20000<br></br>※ moon rocks * 100"
"GoodsDetail_8888001"       "<font color='#f1ab41'>Hero collection</font><br></br>Include: <br></br>※ Star Stone<br></br>※ Galaxy Powder</br><br>※ Random rank <font color='#80def6'>Heroes</font> <br></br>Single Draw SSR prob: 12.12%<br></br>5 draw 100% get<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888002"       "<font color='#f1ab41'>Commander collection</font><br></br>Include: <br></br>※ Star Stone<br></br>※ Galaxy Powder<br></br>※ Battlepass EXP</br><br>※ Random rarity <font color='#80def6'>Commander /font><br></br>Single Draw SSR prob: 1.54%<br></br>30 draw 100% get<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888003"       "<font color='#f1ab41'>Courier collection</font><br></br>Include: <br></br>※ Star Stone<br></br>※ Galaxy Powder<br></br>※ Battlepass EXP</br><br>※ Random rarity <font color='#80def6'>Courier </font><br></br>Single Draw SSR prob: 2.70%<br></br>20 draw 100% get<font color='#f1ab41'>SSR</font>"
"GoodsDetail_8888008"       "<font color='#80def6'>Common heroes exp</font><br></br>Included Common heroes exp【100】, Being used in leveling up Heroes"
"GoodsDetail_8888009"       "Free daily<br></br>※ Star stone * 500"
"GoodsDetail_8888010"       "Free daily<br></br><font color='#f1ab41'>Lostland PLUS Privilege</font><br></br>※ Star stone * 500"
"GoodsDetail_8888011"       "Free daily<br></br><font color='#f1ab41'>Lostland PLUS Privilege</font><br></br>※ Moon Rock * 20"
"GoodsDetail_8888012"       "<font color='#f1ab41'>Star Stone Privilege Courier </font><br></br>Own courier ability【Crit】: Make all Heroes attack cause crit damage"
"GoodsDetail_8888013"       "<font color='#f1ab41'>Moon Rocks Privilege Courier </font><br></br>Own courier ability【Fortune】:May get extra crystal when killing an enemy"
"GoodsDetail_8888014"       "<font color='#f1ab41'>Galaxy Powder Privilege Courier </font><br></br>Own courier ability【Richer】: Hand card Tax increase"
"GoodsDetail_8888015"       "<font color='#f1ab41'>Galaxy Powder Privilege Commander </font><br></br>1st level courier ability：【Not enough】【Blood and trasure】<br></br>2nd level courier ability：【Tolerant】【Restoration】<br></br>3rd level courier ability: 【Fighter】【Certificate】"
"GoodsDetail_8888016"       "Free weekly<br></br>※ Hero Collection * 20"
"GoodsDetail_8888017"       "Free weekly<br></br><font color='#f1ab41'>Lostland PLUS Privilege</font><br></br>※ Hero Collection * 20"
"GoodsDetail_8888018"       "Free daily<br></br><font color='#f1ab41'>Happy New Year!</font><br></br>※ New Year Red Pocket * 1"
