// 物品品质
"DOTA_Custom_Rarity_Tooltip_1"	"(N)"
 "DOTA_Tooltip_ability_item_metor_butterfly_sword_1_description"				"<h1>落星</h1> 普通攻击有 %chance%%% 的几率释放 %metor_count% 道流星，伤害为自身攻击力的 %metor_damage_bonus% 倍"
//  "DOTA_Tooltip_ability_item_metor_butterfly_sword_1_Lore"					"流星降落，蝴蝶掠过"
//  "DOTA_Tooltip_modifier_item_metor_butterfly_sword_1"							"流星"
//  "DOTA_Tooltip_modifier_item_metor_butterfly_sword_1_description"				"持有者可召唤流星"

//时间沙漏
 "DOTA_Tooltip_ability_item_time_hourglass_1"							"时间沙漏"
 "DOTA_Tooltip_ability_item_time_hourglass_1_physical_armor"			"+$physical_armor"
 "DOTA_Tooltip_ability_item_time_hourglass_1_magical_armor"				"+$magical_armor"
 "DOTA_Tooltip_ability_item_time_hourglass_1_mana_regen"				"+$mana_regen"
 "DOTA_Tooltip_ability_item_time_hourglass_1_description"				"<h1>回溯</h1> 佩戴者每隔一段时间会回到%back_time%秒前的状态，包括生命、魔法、技能冷却及位置 \n<h1>时间锁定</h1> 触发时间沙漏效果时锁定周围%radius%范围单位%duration%秒，并增加其%cooldown_add%秒技能冷却时间"
//  "DOTA_Tooltip_ability_item_time_hourglass_1_Lore"						"掌控时间的仔"
 "DOTA_Tooltip_modifier_item_time_hourglass_1"							"漏斗"
 "DOTA_Tooltip_modifier_item_time_hourglass_1_description"				"倒回去"
 "DOTA_Tooltip_modifier_item_time_hourglass_buff"						"隐身"
 "DOTA_Tooltip_modifier_item_time_hourglass_buff_description"			"别人看不见你了"

// 忍者用具
"DOTA_Tooltip_ability_item_ninja_tool"									"忍者用具"
"DOTA_Tooltip_ability_item_ninja_tool_physical_attack"					"+$physical_attack"
"DOTA_Tooltip_ability_item_ninja_tool_physical_armor"					"+$physical_armor"
"DOTA_Tooltip_ability_item_ninja_tool_magical_armor"					"+$magical_armor"
"DOTA_Tooltip_ability_item_ninja_tool_description"						"<h1>替身术</h1> 受到伤害时移动到周围随机位置并在原地生成一个挨打的木人，木人持续 %duration% 秒 \n<h1>忍者镖</h1> 触发效果时向周围丢出%dagger_count%枚飞镖，每个飞镖造成等同于 %physical2physical%%% 物理攻击力的物理伤害"

// 最终棱镜
"DOTA_Tooltip_ability_item_last_prism"									"最终棱镜"
"DOTA_Tooltip_ability_item_last_prism_magical_attack"					"+$magical_attack"
"DOTA_Tooltip_ability_item_last_prism_description"						"<h1>聚焦</h1>生成一颗棱镜环绕自身，周围任意单位施法时棱镜会对随机一个敌方单位造成等同于佩戴者%magical_factor%%%魔法攻击力的魔法伤害\n<h1>集束冲击</h1>触发%active_count%次聚焦后额外发动一次集束冲击，每秒造成%active_magical_factor%%%魔法伤害并降低其%magical_armor_reduce%点魔法护甲，持续%duration%秒"
"DOTA_Tooltip_ability_item_last_prism_mana_regen"						"+$mana_regen"

// 贤哲密契
"DOTA_Tooltip_ability_item_sage_contract"								"贤哲密契"
"DOTA_Tooltip_ability_item_sage_contract_physical_armor"				"+$physical_armor"
"DOTA_Tooltip_ability_item_sage_contract_magical_armor"					"+$magical_armor"
"DOTA_Tooltip_ability_item_sage_contract_status_health"					"+$status_health"
"DOTA_Tooltip_ability_item_sage_contract_health_regen"					"+$health_regen"
"DOTA_Tooltip_ability_item_sage_contract_mana_regen"					"+$mana_regen"
"DOTA_Tooltip_ability_item_sage_contract_description"					"<h1>贤哲密契</h1>开始战斗时与最近的一名友方单位建立连接，该单位的属性会增加自身的%attribute_pct%%%，并共享治疗效果\n<h1>共生</h1>任一契约者的生命值没有低于0前，双方都不会死亡。"
"DOTA_Tooltip_modifier_item_sage_contract_link"					"共生"
"DOTA_Tooltip_modifier_item_sage_contract_link_description"					"契约中，另一契约者死亡前不会死去"

// 赤红利刃
"DOTA_Tooltip_ability_item_redsword"									 "赤红利刃"
"DOTA_Tooltip_ability_item_redsword_physical_attack"					 "+$physical_attack"
"DOTA_Tooltip_ability_item_redsword_attack_helf"						 "%+$attack_helf"


//日月星辉剑
"DOTA_Tooltip_ability_item_sunshine_sword_1"							"日月星辉剑"
"DOTA_Tooltip_ability_item_sunshine_sword_1_physical_attack"	        "+$physical_attack"
"DOTA_Tooltip_ability_item_sunshine_sword_1_attack_speed_percentage"	"%+$attack_speed_percentage"
"DOTA_Tooltip_ability_item_sunshine_sword_1_description"				"<h1>日月星辉</h1>攻击有 %chance%%% 的几率释放日月波，造成 %damage_factor%%% 攻击力的物理伤害。"
"DOTA_Tooltip_ability_item_sunshine_sword_1_Lore"						"日光照亮前方"

//冰霜之心
 "DOTA_Tooltip_ability_item_frozen_heart_1"								"冰霜之心"
 "DOTA_Tooltip_ability_item_frozen_heart_1_description"					"\n<h1>冰霜之心</h1>攻击佩戴者的敌人有%chance%%%的几率被冰冻"
 "DOTA_Tooltip_ability_item_frozen_heart_1_magical_armor"				"+$magical_armor"
 "DOTA_Tooltip_ability_item_frozen_heart_1_physical_armor"				"+$physical_armor"
 "DOTA_Tooltip_ability_item_frozen_heart_1_Lore"						"女王的心是不会化的"
 "DOTA_Tooltip_modifier_item_frozen_heart_1_description"				"冰冻你的敌人"
 "DOTA_Tooltip_modifier_item_frozen_heart_1"							"冰冻了"

//亡灵法书
 "DOTA_Tooltip_ability_item_ghostest_book"								"亡灵法书"
 "DOTA_Tooltip_ability_item_ghostest_book_description"					"\n<h1>无穷法力</h1>佩戴者释放技能之后将会补满自身的的魔法"
 "DOTA_Tooltip_ability_item_ghostest_book_magical_crit_chance"			"%+$magical_crit_chance"
 "DOTA_Tooltip_ability_item_ghostest_book_magical_crit_damage"			"%+$magical_crit_damage"
  "DOTA_Tooltip_ability_item_ghostest_book_magical_attack"			    "+$magical_attack"
 "DOTA_Tooltip_ability_item_ghostest_book_Lore"							"亡灵法师的力量"


//天使遗物
 "DOTA_Tooltip_ability_item_angel_relics_1"								"天使遗物"
 "DOTA_Tooltip_ability_item_angel_relics_1_magical_attack"				"+$magical_attack"
 "DOTA_Tooltip_ability_item_angel_relics_1_description"					"<h1>圣光洗礼</h1>攻击敌人有 %chance%%% 的几率洗礼敌人，造成自身%ori_damage_pct%%%的魔法伤害，并对周围%range% 的范围造成 %around_damage_pct%%% 的伤害，同时使敌人眩晕 %stun_duration% 秒"
 "DOTA_Tooltip_ability_item_angel_relics_1_Lore"						"天使留下来的神物"

// 未鉴定的装备(N)
 "DOTA_Tooltip_ability_item_unknowned_item_1"							"未鉴定的装备(N)"
 "DOTA_Tooltip_ability_item_unknowned_item_1_description"				"随机获得一件稀有度为 N 的装备"
 "DOTA_Tooltip_ability_item_unknowned_item_1_Lore"						"在一个未知市场里的物品，经常被用于各大探险者交易"
// 未鉴定的装备(R)
 "DOTA_Tooltip_ability_item_unknowned_item_2"							"未鉴定的装备(R)"
 "DOTA_Tooltip_ability_item_unknowned_item_2_description"				"随机获得一件稀有度为 R 的装备"
 "DOTA_Tooltip_ability_item_unknowned_item_2_Lore"						"在一个未知市场里的物品，是大家比较喜欢买的交易物品"
// 未鉴定的装备(SR)
 "DOTA_Tooltip_ability_item_unknowned_item_3"							"未鉴定的装备(SR)"
 "DOTA_Tooltip_ability_item_unknowned_item_3_description"				"随机获得一件稀有度为 SR 的装备"
 "DOTA_Tooltip_ability_item_unknowned_item_3_Lore"						"勇者靠着自己的勇气夺得的产物，但因为钱财而作为商品出售"
// 未鉴定的装备(SSR)
 "DOTA_Tooltip_ability_item_unknowned_item_4"							"未鉴定的装备(SSR)"
 "DOTA_Tooltip_ability_item_unknowned_item_4_description"				"随机获得一件稀有度为 SSR 的装备"
 "DOTA_Tooltip_ability_item_unknowned_item_4_Lore"						"这片孤岛最值钱的商品之一，无法用价格衡量其作用"

//轻语吊坠
 "DOTA_Tooltip_ability_item_light_speaker_amulet"								"轻语吊坠"
 "DOTA_Tooltip_ability_item_light_speaker_amulet_description"					"<h1>轻语</h1>承受的%damage_pct%%%伤害在%delay%秒内缓慢结算"
 "DOTA_Tooltip_modifier_item_light_speaker_amulet"								"轻语吊坠"
 "DOTA_Tooltip_modifier_item_light_speaker_amulet_Description"					"缓慢结算受到的所有伤害"

//碾压权杖
 "DOTA_Tooltip_ability_item_rolling_staff"								"碾压权杖"
 "DOTA_Tooltip_ability_item_rolling_staff_attack_speed"					"+$attack_speed"
 "DOTA_Tooltip_ability_item_rolling_staff_description"					"<h1>碾压</h1>每攻击 %count% 次，下次对目标周围 %radius% 范围敌人造成 %damage_pct%%% 伤害"

//掘金铲子
"DOTA_Tooltip_ability_item_gold_shovel" "掘金铲子"
"DOTA_Tooltip_ability_item_gold_shovel_Description" "战斗结束时英雄存活的话有%chance%%%概率获得随机钱袋/魂晶袋"

//长弓
"DOTA_Tooltip_ability_item_long_bow" "长弓"
"DOTA_Tooltip_ability_item_long_bow_Description" "【猎手】对距离自己超过%distance%的敌人造成伤害提高%damage_bonus_pct%%%"

//冰霜药剂
"DOTA_Tooltip_ability_item_frost_potion" "冰霜药剂"
"DOTA_Tooltip_ability_item_frost_potion_Description" "回合开始获取%health_shield_pct%%%生命值的【护盾】，护盾破碎时冻结周围敌人%duration%秒。【护盾】抵挡税前伤害，护盾存在时免疫控制"

//强攻装甲
"DOTA_Tooltip_ability_item_assault_armor" "强攻装甲"
"DOTA_Tooltip_ability_item_assault_armor_Description" "+200物防，+200魔防。【强攻】对自己周围%radius%码范围内的敌人造成伤害提高%damage_bonus_pct%%%"

//残忍短剑
"DOTA_Tooltip_ability_item_cruel_dagger" "残忍短剑"
"DOTA_Tooltip_ability_item_cruel_dagger_Description" "【破甲】攻击无视目标%igore_armor_pct%%%的护甲与抗性。【强袭】对生命值大于%health_trigger%%%的敌人造成%damage_bonus_pct%%%伤害"

//魔爆匕首
"DOTA_Tooltip_ability_item_manablast_dagger" "魔爆匕首"
"DOTA_Tooltip_ability_item_manablast_dagger_Description" "【破甲】攻击无视目标%igore_armor_pct%%%的护甲与抗性。【魔爆】对敌人造成消耗魔法值%mana_cost_pct%%%的额外伤害"

//淬毒钉刺
"DOTA_Tooltip_ability_item_poison_sting" "淬毒钉刺"
"DOTA_Tooltip_ability_item_poison_sting_Description" "普攻有%chance%%%概率使目标【中毒】。【中毒】每一层中毒每秒造成30魔法伤害"

"DOTA_Tooltip_ability_item_insight_order" "洞察之令"
"DOTA_Tooltip_ability_item_insight_order_Description" "+100魔攻。释放法力技能时，有%chance%%%概率立即再次释放一次"

//闪电鞭
"DOTA_Tooltip_ability_item_lightning_whip" "闪电鞭"
"DOTA_Tooltip_ability_item_lightning_whip_attack_speed" "+$attack_speed"
"DOTA_Tooltip_ability_item_lightning_whip_Description" "<h1>闪电五连鞭</h1>攻击时对敌人施放最多%lightning_count%道闪电鞭，每次造成%damage_pct%%%攻击力的魔法伤害并缠绕目标。缠绕对目标造成每秒%damage_per_tick%%%攻击力的魔法伤害"
"DOTA_Tooltip_modifier_item_lightning_whip_root"                "闪电鞭"
"DOTA_Tooltip_modifier_item_lightning_whip_root_Description"    "每秒造成%dMODIFIER_PROPERTY_TOOLTIP%点魔法伤害"

//圣洁法衣
"DOTA_Tooltip_ability_item_holy_shroud" "圣洁法衣"
"DOTA_Tooltip_ability_item_holy_shroud_magical_helf" "%+$magical_helf"
"DOTA_Tooltip_ability_item_holy_shroud_magical_armor" "+$magical_armor"
"DOTA_Tooltip_ability_item_holy_shroud_health_regen_pct" "%+$health_regen"
"DOTA_Tooltip_ability_item_holy_shroud_Description" "<h1>庇佑</h1>每当生命值减少%trigger_health_pct%%%，创造一个能吸收[%shield_pct%%%使用者缺失生命值]点伤害的护盾。"
"DOTA_Tooltip_modifier_item_holy_shroud_buff"               "圣洁法衣"
"DOTA_Tooltip_modifier_item_holy_shroud_buff_Description"   "可吸收%dMODIFIER_PROPERTY_TOOLTIP%点伤害"

//代达罗斯
"DOTA_Tooltip_ability_item_daedalus"							"代达罗斯"
"DOTA_Tooltip_ability_item_daedalus_physical_attack"			"+$physical_attack"
"DOTA_Tooltip_ability_item_daedalus_description"				"<h1>暴击</h1> 普通攻击时有 %crit_chance%%% 概率造成 %crit_damage_pct%%% 的暴击伤害"
"DOTA_Tooltip_modifier_item_daedalus"							"代达罗斯"
"DOTA_Tooltip_modifier_item_daedalus_description"				"普通攻击有%dMODIFIER_PROPERTY_TOOLTIP%%%概率造成%dMODIFIER_PROPERTY_TOOLTIP%%%暴击"

//天使战刃
"DOTA_Tooltip_ability_item_angle_blade"							"天使战刃"
"DOTA_Tooltip_ability_item_angle_blade_attack_speed"			"+$attack_speed"
"DOTA_Tooltip_ability_item_angle_blade_attack_miss"				"%+$attack_miss"
"DOTA_Tooltip_ability_item_angle_blade_magical_attack"		    "+$magical_attack"
"DOTA_Tooltip_ability_item_angle_blade_description"				"<h1>猎空</h1>只要有技能处于冷却状态，就提供%movespeed_pct%%%移动速度，%attack_speed_pct%%%攻击速度与%cooldown_pct%%%冷却缩减。"

//七星灯
"DOTA_Tooltip_ability_item_reincarnation_lamp"							"七星灯"
"DOTA_Tooltip_ability_item_reincarnation_lamp_health_regen"			    "+$health_regen"
"DOTA_Tooltip_ability_item_reincarnation_lamp_status_health"			"+$status_health"
"DOTA_Tooltip_ability_item_reincarnation_lamp_description"				"<h1>招魂</h1>除携带者外的任意英雄死后会在%duration%秒后复活，并且增加%health_regen_bonus%点生命回复，持续到回合结束。\n<h1>续命</h1>吸收所有满血英雄的生命回复与治疗，每%interval%秒分摊给所有受伤的英雄，每次治疗有%heal_pct%%%血量的基础回复量。"

//远古星盘
"DOTA_Tooltip_ability_item_ancient_astrolabe"							"远古星盘"
"DOTA_Tooltip_ability_item_ancient_astrolabe_status_health"				"+$status_health"
"DOTA_Tooltip_ability_item_ancient_astrolabe_description"				"<h1>涤罪之焰</h1>每%interval%秒对自己和周围%radius%范围的敌人造成%health_damage_pct%%%最大生命值的伤害，自身会净化所有负面状态并在接下来的%duration%秒内逐渐回复%heal_pct%%%生命值，敌人则会受到等量的持续伤害效果。\n<h1>气运之末</h1>根据损失的生命值将获得额外的伤害减免，%min_health_pct%%%生命值时获得最大%damage_reduce_max_pct%%%的伤害减免。"

//恶魔之戒
"DOTA_Tooltip_ability_item_demon_ring"									"恶魔之戒"
"DOTA_Tooltip_ability_item_demon_ring_health_regen"						"+$health_regen"
"DOTA_Tooltip_ability_item_demon_ring_description"						"<h1>交易</h1>每%interval%秒消耗自身%health_cost_pct%%%的生命值刷新所有技能冷却并回复所有魔法。"

//领袖证明
"DOTA_Tooltip_ability_item_leader_certificate"						    "领袖证明"
"DOTA_Tooltip_ability_item_leader_certificate_status_health"			"+$status_health"
"DOTA_Tooltip_ability_item_leader_certificate_physical_armor"			"+$physical_armor"
"DOTA_Tooltip_ability_item_leader_certificate_magical_armor"			"+$magical_armor"
"DOTA_Tooltip_ability_item_leader_certificate_description"				"<h1>领袖魅力</h1>领袖凭借个人魅力能够鼓舞团队士气。回合开始后领袖每在场上存活%interval%秒钟，领袖周围%radius%码的友方单位增加护甲、生命恢复以及攻击速度。<br><br>存活%time_max%秒后达到加成上限，该状态持续至回合结束。"
"DOTA_Tooltip_modifier_item_leader_certificate_buff"				    "领袖魅力"
"DOTA_Tooltip_modifier_item_leader_certificate_buff_Description"		"攻击速度提升%dMODIFIER_PROPERTY_TOOLTIP%<br>生命恢复速度提升%dMODIFIER_PROPERTY_TOOLTIP%<br>物理护甲提升%dMODIFIER_PROPERTY_TOOLTIP%<br>魔法护甲提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_modifier_item_leader_certificate"				            "领袖证明"
"DOTA_Tooltip_modifier_item_leader_certificate_Description"		        "根据领袖星级、成员数量和层数给予队友属性加成"

//火精灵权杖
"DOTA_Tooltip_ability_item_fire_elf_scepter"						    "火精灵权杖"
"DOTA_Tooltip_ability_item_fire_elf_scepter_physical_armor"			    "+$physical_armor"
"DOTA_Tooltip_ability_item_fire_elf_scepter_magical_armor"			    "+$magical_armor"
"DOTA_Tooltip_ability_item_fire_elf_scepter_description"				"<h1>火精灵的祝福</h1>周围%radius%码内每存在%stack%层燃烧，提供%health_regen%点生命恢复、%incoming_reduce%%%减伤和%magical_strengthen%%%魔法伤害增强。减伤无法超过100%。"
"DOTA_Tooltip_modifier_item_fire_elf_scepter"				            "火精灵的祝福"
"DOTA_Tooltip_modifier_item_fire_elf_scepter_Description"		        "生命恢复提升%dMODIFIER_PROPERTY_TOOLTIP%<br>全伤害减免%dMODIFIER_PROPERTY_TOOLTIP%%%<br>魔法伤害增加%dMODIFIER_PROPERTY_TOOLTIP%%%"

//烈焰之刃
"DOTA_Tooltip_ability_item_blade_of_flame"						        "烈焰之刃"
"DOTA_Tooltip_ability_item_blade_of_flame_magical_attack"			    "+$magical_attack"
"DOTA_Tooltip_ability_item_blade_of_flame_attack_speed"			        "+$attack_speed"
//"DOTA_Tooltip_ability_item_blade_of_flame_magical_strengthen"			"%+ 魔法伤害"
"DOTA_Tooltip_ability_item_blade_of_flame_description"				    "<h1>燃焰领域</h1>每秒对周围%radius%码的敌方单位附加%ignite_count%层燃烧 \n<h1>烈焰复仇</h1>每攻击%attack_count%次，对敌方造成燃烧总层数*%damage_per_count%%%*魔法攻击的额外魔法伤害"
"DOTA_Tooltip_modifier_item_blade_of_flame"				                "燃焰领域"
"DOTA_Tooltip_modifier_item_blade_of_flame"		                        "持续灼烧敌方单位"
