"lang"
{
	"Language"	"English"
	"Tokens"
	{
		"BOSS_1"	"Undead Knight"
		"DOTA_Tooltip_ability_mjjcjn_fx6_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_fx6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_fx6_i"	"Initial Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_hsjq1"	"Frost Sword Qi"
		"DOTA_Tooltip_ability_mjjcjn_hsjq1_Description"	"Unleash the power of frost, inflicting %i%* agile physical damage to a straight line of enemies and slowing down the enemy<br><br>---------------- ------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_hsjq1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_hsjq1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_hsjq1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_hygj1"	"Phantom Attack"
		"DOTA_Tooltip_ability_mjjcjn_hygj1_Description"	"Give no more than 6 random enemy unit marks around, no matter how far away they can attack the opponent<br><br>-------------------- --------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_hygj1_Lore"	"This skill cannot be improved with skill tips"
		"DOTA_Tooltip_ability_mjjcjn_hyqJ1"	"Seven Strikes of Hun Yuan"
		"DOTA_Tooltip_ability_mjjcjn_hyqJ1_Description"	"When attacking, there is a chance to deal Agility*%i% physical damage to the target enemy.<br><br>----------------------- -----<br>Quality: Elementary<br>"
		"DOTA_Tooltip_ability_mjjcjn_hyqJ1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_hytx1"	"Phantom Assault"
		"DOTA_Tooltip_ability_mjjcjn_hytx1_Description"	"Teleport to the designated target, increase its attack speed by %add% and attack with agility*%i% physical damage for %duration% seconds.<br><br>------- ---------------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_hytx1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_hytx1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_hytx1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_hytx3"	"<font color=\"#337ab7\">Phantom Raid</font>"
		"DOTA_Tooltip_ability_mjjcjn_hytx3_Description"	"Teleport to the specified target, increase your own %add% attack speed and attack with agility*%i% physical damage for %duration% seconds.<br><br>------- ---------------------<br>Quality: <font color=\"#337ab7\">Xuan level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hytx3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_hytx3_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_hytx6"	"<font color=\"#ffbc09\">Phantom Raid</font>"
		"DOTA_Tooltip_ability_mjjcjn_hytx6_Description"	"Teleport to the designated target, increase your own %add% attack speed and attack with agility*%i% physical damage for %duration% seconds.<br><br>------- ---------------------<br>Quality: <font color=\"#ffbc09\">Xian-level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hytx6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_hytx6_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_jqz1"	"Air Slash"
		"DOTA_Tooltip_ability_mjjcjn_jqz1_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: Elementary<br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz1_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jqz2"	"<font color=\"#5cb85c\">Air Slash</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz2_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: <font color=\"#5cb85c\">Senior</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz2_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz2_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz2_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jqz3"	"<font color=\"#337ab7\">Air Slash</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz3_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: <font color=\"#337ab7\">Master</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz3_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jqz4"	"<font color=\"#9400D3\">Air Slash</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz4_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: <font color=\"#9400D3\">Earth</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz4_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz4_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz4_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jqz5"	"<font color=\"#fe6d15\">Air Slash</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz5_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: <font color=\"#fe6d15\">Heaven</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz5_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz5_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz5_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jqz6"	"<font color=\"#ffbc09\">Air Slash</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz6_Description"	"Releases %max% sword energy, slicing through the air to enemy units in a straight line, dealing Agility *%i% physical damage.<br><br>--------------- -------------<br>Quality: <font color=\"#ffbc09\">God</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jqz6_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jqz6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jqz6_i"	"Agility Damage Multiplier"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1"	"Blade Storm"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_Description"	"Dancing a destructive blade storm, causing agility*%i% physical damage to enemy units around the hero.<br><br>------------ ----------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_interval"	"Damage Interval"
		"DOTA_Tooltip_ability_mjjcjn_jrfb1_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3"	"<font color=\"#337ab7\">Blade Storm</font>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_Description"	"Dancing a destructive blade storm, causing agility*%i% physical damage to enemy units around the hero.<br><br>------------ ----------------<br>Quality: <font color=\"#337ab7\">Xuan level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_interval"	"Damage Interval"
		"DOTA_Tooltip_ability_mjjcjn_jrfb3_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6"	"<font color=\"#ffbc09\">Blade Storm</font>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_Description"	"Dancing a destructive blade storm, causing agility*%i% physical damage to enemy units around the hero.<br><br>------------ ----------------<br>Quality: <font color=\"#ffbc09\">Xian-level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_interval"	"Damage Interval"
		"DOTA_Tooltip_ability_mjjcjn_jrfb6_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_mjjcjn_lz1"	"Continuous Cut"
		"DOTA_Tooltip_ability_mjjcjn_lz1_Description"	"After releasing the target, it will continue to attack the target regardless of the distance<br><br>----------------------------< br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_lz1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_lz1_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_lz1_interval"	"Attack Interval"
		"DOTA_Tooltip_ability_mjjcjn_lz2"	"Extra Attack"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1"	"Broken Armor Strike"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj1_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2"	"<font color=\"#5cb85c\">Broken Armor</font>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: <font color=\"#5cb85c\">Yellow level</font ><br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj2_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3"	"<font color=\"#337ab7\">Broken Armor Strike</font>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: <font color=\"#337ab7\">Xuan level</font ><br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj3_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4"	"<font color=\"#9400D3\">A blow to the broken armor</font>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: <font color=\"#9400D3\">prefecture level</font ><br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj4_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5"	"<font color=\"#fe6d15\">Broken Armor Strike</font>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: <font color=\"#fe6d15\">Tian-level</font ><br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj5_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6"	"<font color=\"#ffbc09\">Broken Armor Strike</font>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6_Description"	"Active use makes the next attack with agility*%i% physical damage, and reduces the target %max%+((skill level-1)/2) armor, rounded down<br><br >----------------------------<br>Quality: <font color=\"#ffbc09\">Xian-level</font ><br>"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6_Lore"	"The minimum interval is 0.5s"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6_duration"	"DOTA reduction duration"
		"DOTA_Tooltip_ability_mjjcjn_sjyj6_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sjylzj3"	"DOTA_Tooltip_ability_mjjcjn_sjylzj3"
		"DOTA_Tooltip_ability_mjjcjn_sjylzj3_Description"	"<font color=\"#FF0000\" style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\">Nine-day Profound Temple, turned into a god of thunder. Huanghuang Tianwei, Lead it with the sword!</font><br style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\"><span style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\">Summon endless thunders to strike an area until it is completely destroyed. Each strike will cause agility*%i% physical damage</span><span style=\"font-variant-ligatures : normal; orphans: 2; widows: 2;\">.</span><br><br>------------------------- ---<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_sjylzj3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_stxw2"	"frosty snow dance"
		"DOTA_Tooltip_ability_mjjcjn_stxw2_Description"	"Continuously hitting enemies in an area, each hit will cause agility*%i% physical damage, and there is a 15%% probability of freezing the enemies in the area<br><br>----- -----------------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_stxw2_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_stxw2_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_stxw2_duanshu"	"Number of hits"
		"DOTA_Tooltip_ability_mjjcjn_stxw2_radius"	"Range"
		"DOTA_Tooltip_ability_mjjcjn_swjs1"	"Death Strangulation"
		"DOTA_Tooltip_ability_mjjcjn_swjs1_Description"	"Summons a sickle to cause a lot of damage to enemies within range<br><br>---------------------------- <br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_swjs1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_swjs1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_swjs1_i"	"Agility Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_swjs1_radius"	"Scope"
		"DOTA_Tooltip_ability_mjjcjn_swzf3"	"Death Bloom"
		"DOTA_Tooltip_ability_mjjcjn_swzf3_Description"	"Release the dance of death, and quickly shuttle around the target, causing %i%* agile physical damage to the target every time<br><br>-------------- -------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_swzf3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_swzf3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_swzf3_damage_times"	"Number of hits"
		"DOTA_Tooltip_ability_mjjcjn_swzf3_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sz1"	"Quick Cut"
		"DOTA_Tooltip_ability_mjjcjn_sz1_Description"	"Fly to the target point quickly, causing multiple agility*%i% physical damage to enemies passing by<br><br>-------------------- --------<br>Quality: White product<br>"
		"DOTA_Tooltip_ability_mjjcjn_sz1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_sz1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_sz1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_sz1_max"	"Number of damages"
		"DOTA_Tooltip_ability_mjjcjn_sz3"	"<font color=\"#337ab7\">Quick Cut</font>"
		"DOTA_Tooltip_ability_mjjcjn_sz3_Description"	"Fly to a point quickly, causing multiple agility*%i% physical damage to enemies passing by<br><br>--------------------- -------<br>Quality: <font color=\"#337ab7\">Xuan level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_sz3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_sz6"	"<font color=\"#ffbc09\">Quick Cut</font>"
		"DOTA_Tooltip_ability_mjjcjn_sz6_Description"	"Fly to one point quickly, causing multiple agility*%i% physical damage to enemies passing by<br><br>--------------------- -------<br>Quality: <font color=\"#ffbc09\">Xian-level</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_sz6_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_tg1"	"Deboning"
		"DOTA_Tooltip_ability_mjjcjn_tg1_Description"	"Cut the enemy’s bones, reduce the target %jgj%% attack power and cause %i%* agility physical damage<br><br>--------------- -------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_tg1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_tg1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_tg1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_mjjcjn_tg1_radius"	"Damage Range"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1"	"Standby Attack"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1_Description"	"Continuously attack random targets around, and attack targets no more than 6<br><br>-------------------------- --<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1_Lore"	"This skill cannot be improved with skill tips"
		"DOTA_Tooltip_ability_mjjcjn_wdz1"	"Invincible Cut"
		"DOTA_Tooltip_ability_mjjcjn_wdz1_Description"	"Swing the sword towards the enemy, and then slash other nearby enemy units with a shorter attack frequency. The caster is invincible during the invincible slash.<br><br>--------- -------------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_wdz1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the number of attacks by one</font>"
		"DOTA_Tooltip_ability_mjjcjn_wdz1_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_wdz1_max"	"Maximum number of attacks"
		"DOTA_Tooltip_ability_mjjcjn_xlzt1"	"Spinning Dragon Shaking the Sky"
		"DOTA_Tooltip_ability_mjjcjn_xlzt1_Description"	"A raid to the target point, causing %i%* quick physical damage to the damage in the area, slowing down the enemy and accelerating itself<br><br>--------------- -------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_xlzt1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_yjj1"	"Royal Sword Jue"
		"DOTA_Tooltip_ability_mjjcjn_yjj1_Description"	"The sword retreats from the enemy, causing %i%* agile physical damage to the enemy that the sword aura reaches.<br><br>------------------- ---------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_mjjcjn_yjj1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_mjjcjn_yjj1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_yjj1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_datadriven"	"Extra Crit"
		"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_datadriven_Description"	"Friendly units around 1500 yards normal attack have 20% of 350% critical strike damage"
		"DOTA_Tooltip_ability_qiangzhuangtizhi"	"Strong physical fitness"
		"DOTA_Tooltip_ability_qiangzhuangtizhi_Description"	"The upper limit of health is increased by 100%%, and the magic resistance of armor is increased by 30%%"
		"DOTA_Tooltip_ability_shuizhihongliu"	"The Torrent of Water"
		"DOTA_Tooltip_ability_shuizhihongliu_Description"	"Every period of time, a torrent will appear at the feet of enemy units within 2000 yards"
		"DOTA_Tooltip_ability_siwangzuzhou"	"Curse of Death"
		"DOTA_Tooltip_ability_siwangzuzhou_Description"	"Around 2000 yards of friendly units are killed, reducing the target's armor by %hj%"
		"DOTA_Tooltip_ability_three_attack"	"Multiple Attacks"
		"DOTA_Tooltip_ability_throw_attack"	"Destroy the Evil Eye"
		"DOTA_Tooltip_ability_throw_attack_Description"	"Destruction beam: Normal attack will be replaced by a projectile, flying towards the target unit at a speed of 500 yards, up to 3000 yards, causing physical damage with the same attack power, and each hit will slow the target by 60% , Lasts three seconds, and\n will give the target a layer of debuff, increasing the damage taken by 10% for 20S (could be compatible with multiple attacks)"
		"DOTA_Tooltip_ability_tuzhimaidong"	"Pulsation of Soil"
		"DOTA_Tooltip_ability_tuzhimaidong_Description"	"Reduces the movement speed of enemies around 1500 yards by 40% and increases the movement speed of allies by 40%"
		"DOTA_Tooltip_ability_tyjcjn_bjgljc1"	"Critical strike probability bonus"
		"DOTA_Tooltip_ability_tyjcjn_bjgljc1_bouns"	"Armor+"
		"DOTA_Tooltip_ability_tyjcjn_bjshjc1"	"Critical damage bonus"
		"DOTA_Tooltip_ability_tyjcjn_bjshjc1_bouns"	"Armor+"
		"DOTA_Tooltip_ability_tyjcjn_bx1"	"Refrigerator"
		"DOTA_Tooltip_ability_tyjcjn_bx1_Description"	"Skill Type: General Quality: White Product<br>Release the skill so that you cannot control it while remaining invincible, and restore your own %base%% maximum health per second."
		"DOTA_Tooltip_ability_tyjcjn_bx1_Lore"	"The skill is up to ten levels"
		"DOTA_Tooltip_ability_tyjcjn_bx1_duration"	"Duration"
		"DOTA_Tooltip_ability_tyjcjn_gjjc1"	"Attack bonus"
		"DOTA_Tooltip_ability_tyjcjn_gjjc1_bouns"	"attack power+"
		"DOTA_Tooltip_ability_tyjcjn_gsjc1"	"attack speed bonus"
		"DOTA_Tooltip_ability_tyjcjn_gsjc1_bouns"	"attack speed +"
		"DOTA_Tooltip_ability_tyjcjn_gsjc_add_str"	"Power+"
		"DOTA_Tooltip_ability_tyjcjn_hjjc1"	"Armor Bonus"
		"DOTA_Tooltip_ability_tyjcjn_hjjc1_bouns"	"Armor+"
		"DOTA_Tooltip_ability_tyjcjn_jnshjc1"	"Skill damage bonus"
		"DOTA_Tooltip_ability_tyjcjn_jnshjc1_bouns"	"Armor+"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1"	"DOTA Heart Halo"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_Description"	"Every once in a while, the hero's primary attribute*%i% magic damage will be caused to surrounding enemies with %radius% code.<br><br>---------------- ------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_Lore"	"General Skill"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_interval"	"Interval time"
		"DOTA_Tooltip_ability_tyjcjn_jxgh1_radius"	"Damage Range"
		"DOTA_Tooltip_ability_tyjcjn_jxgh2"	"<font color=\"#5cb85c\">Heart Heart Halo</font>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh2_Description"	"Every once in a while, the hero's primary attribute*%i% magic damage will be caused to surrounding enemies with %radius% code.<br><br>---------------- ------------<br>Quality: <font color=\"#5cb85c\">Yellow level</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh2_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_jxgh2_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_jxgh2_interval"	"DOTA_INTERVAL"
		"DOTA_Tooltip_ability_tyjcjn_jxgh3"	"<font color=\"#337ab7\">Heartless Halo</font>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh3_Description"	"Every once in a while, the hero's primary attribute*%i% magic damage will be caused to surrounding enemies with %radius% code.<br><br>---------------- ------------<br>Quality: <font color=\"#337ab7\">Xuan level</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_jxgh3_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_jxgh3_interval"	"DOTA interval"
		"DOTA_Tooltip_ability_tyjcjn_jxgh4"	"<font color=\"#9400D3\">Heartless Halo</font>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh4_Description"	"Every once in a while, the hero's primary attribute*%i% magic damage will be caused to surrounding enemies with %radius% codes.<br><br>---------------- ------------<br>Quality: <font color=\"#9400D3\">prefecture level</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh4_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_jxgh4_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_jxgh4_interval"	"DOTA Interval"
		"DOTA_Tooltip_ability_tyjcjn_jxgh5"	"<font color=\"#fe6d15\">Heartless Halo</font>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh5_Description"	"Every once in a while, the hero's primary attribute*%i% magic damage will be caused to surrounding enemies with %radius% code.<br><br>---------------- ------------<br>Quality: <font color=\"#fe6d15\">Tian-level</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_jxgh5_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_jxgh5_i"	"Base Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_jxgh5_interval"	"DOTA interval"
		"DOTA_Tooltip_ability_tyjcjn_jxgh6"	"<font color=\"#ffbc09\">Heartless Halo</font>"
