"lang"
{
	"Language"	"tchinese"
	"Tokens"
	{
		"BOSS_1"	"亡靈騎士"
		"DOTA_Tooltip_ability_yxtfjn_njhy_Description"	"每升一級額外增加敏捷，魚人擁有靈活的身軀增強移動速度並擁有魔法外殼，減免魔法傷害<br><br>娜迦海妖攻擊時有幾率操控破壞力的水波對周圍所有敵方單位造成主屬性*傷害係數的物理傷害，並削弱他們的護甲，持續%duration%秒<br><br><br>每1級技能等級提升20%%的傷害"
		"DOTA_Tooltip_ability_yxtfjn_njhy_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_njhy_bonus_magical"	"魔法抗性+"
		"DOTA_Tooltip_ability_yxtfjn_njhy_bonus_movespeed"	"移動速度+"
		"DOTA_Tooltip_ability_yxtfjn_nz"	"孽主--衰退之力"
		"DOTA_Tooltip_ability_yxtfjn_nz_Description"	"每殺死一個單位有一定概率額外獲得%i% + 當前英雄等級/2 點攻擊，並擁有額外的移動速度和攻擊速度加成<br><br>每1級技能等級+20%%攻擊力獲得"
		"DOTA_Tooltip_ability_yxtfjn_nz_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_nz_bonus_attack_speed"	"攻擊速度+"
		"DOTA_Tooltip_ability_yxtfjn_nz_bonus_move_speed"	"移動速度+"
		"DOTA_Tooltip_ability_yxtfjn_qnqs"	"全能騎士--專注光環"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_Description"	"增加附近隊友護甲和魔法抗性，自身減傷係數增加。<br><br>還會不定時治療周圍%radius2%碼的英雄單位"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_radius"	"作用範圍"
		"DOTA_Tooltip_ability_yxtfjn_qqz"	"祈求者--絕世天才"
		"DOTA_Tooltip_ability_yxtfjn_qqz_Description"	"每提升一級增加技能傷害，同時每殺死一個單位，自身的血量和魔法恢復最大值*係數。"
		"DOTA_Tooltip_ability_yxtfjn_qqz_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_sgjs"	"上古巨神--秩序光環"
		"DOTA_Tooltip_ability_yxtfjn_sgjs_Description"	"減少附近敵方單位的護甲和魔抗"
		"DOTA_Tooltip_ability_yxtfjn_sgjs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_sgjs_radius"	"作用範圍"
		"DOTA_Tooltip_ability_yxtfjn_sgjs_reduce_armor"	"%護甲-"
		"DOTA_Tooltip_ability_yxtfjn_sgjs_reduce_magical"	"%魔抗-"
		"DOTA_Tooltip_ability_yxtfjn_sjlr"	"賞金獵人--賞金獵殺"
		"DOTA_Tooltip_ability_yxtfjn_sjlr_Description"	"每間隔一段時間，隨機標記周圍%radius%的一名敵方單位，被標記單位承受的傷害增加%damage%%，擊殺該單位會獲得成倍金錢"
		"DOTA_Tooltip_ability_yxtfjn_sjlr_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_srmfs"	"食人魔法師--半獸人血統"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_Description"	"每升一級額外增加全屬性，並擁有移動速度和攻擊速度的加成<br><br>多重施法消耗減半"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_bonus_attackspeed"	"攻擊速度+"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_bonus_movespeed"	"移動速度+"
		"DOTA_Tooltip_ability_yxtfjn_sw"	"獸王--野性光環"
		"DOTA_Tooltip_ability_yxtfjn_sw_Description"	"增加周圍友方單位攻擊速度，對自己的效果翻倍。"
		"DOTA_Tooltip_ability_yxtfjn_sw_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_sw_radius"	"作用範圍"
		"DOTA_Tooltip_ability_yxtfjn_swqs"	"死亡騎士--邪惡光環"
		"DOTA_Tooltip_ability_yxtfjn_swqs_Description"	"每秒回復自身最大生命值*係數的生命值，增加自身%ys%% 移動速度"
		"DOTA_Tooltip_ability_yxtfjn_swqs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_tf"	"屠夫--腐肉堆積"
		"DOTA_Tooltip_ability_yxtfjn_tf_Description"	"每殺死一個單位有一定概率額外獲得%i%+當前英雄等級/5的力量加成<br>如果屠夫死亡，將會發生爆炸，對周圍%radius%碼的敵方單位造成係數*自身最大血量的魔法傷害<br><br>&nbsp;每1級技能等級提升50%%的屬性獲得和爆炸傷害"
		"DOTA_Tooltip_ability_yxtfjn_tf_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_tknw"	"痛苦女王--法術吸血"
		"DOTA_Tooltip_ability_yxtfjn_tknw_Description"	"增加法術吸血"
		"DOTA_Tooltip_ability_yxtfjn_tknw_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_wy"	"巫妖--巫妖"
		"DOTA_Tooltip_ability_yxtfjn_wy_Description"	"每殺死一個單位都有一定概率增加自身 %i% + 英雄等級/5 點智力<br><br>每1級技能等級+20%%的屬性獲得"
		"DOTA_Tooltip_ability_yxtfjn_wy_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xkjm"	"虛空假面--時間鎖定"
		"DOTA_Tooltip_ability_yxtfjn_xkjm_Description"	"攻擊有一定概率造成一次額外攻擊，附帶傷害係數*敏捷的物理傷害"
		"DOTA_Tooltip_ability_yxtfjn_xkjm_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xm"	"血魔--血怒"
		"DOTA_Tooltip_ability_yxtfjn_xm_Description"	"每次攻擊附帶自身最大生命值*係數的物理傷害，每次擊殺目標都能增加最大生命值上限"
		"DOTA_Tooltip_ability_yxtfjn_xm_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xz"	"先知--德魯伊"
		"DOTA_Tooltip_ability_yxtfjn_xz_Description"	"增加召喚物傷害"
		"DOTA_Tooltip_ability_yxtfjn_xz_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_ym"	"影魔--支配死靈"
		"DOTA_Tooltip_ability_yxtfjn_ym_Description"	"使用能量晶石增加屬性倍數提升%nljs%倍."
		"DOTA_Tooltip_ability_yxtfjn_ym_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_yznqs"	"月之女騎士--月之祝福"
		"DOTA_Tooltip_ability_yxtfjn_yznqs_Description"	"增加周圍友方單位攻擊力，自己受到雙倍攻擊力增幅"
		"DOTA_Tooltip_ability_yxtfjn_yznqs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_zs"	"宙斯--眾神之主"
		"DOTA_Tooltip_ability_yxtfjn_zs_Description"	"每次施法都會對周圍的敵方單位造成當前智力+目標當前生命值*係數的魔法傷害"
		"DOTA_Tooltip_ability_yxtfjn_zs_Lore"	"<font color=\"#337ab7\">英雄達到30.60.90.120.150級將依次提升一級天賦技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_zs_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zlg_5"	"拐杖怪--歡欣鼓舞"
		"DOTA_Tooltip_ability_zlg_6"	"白狼--致命一擊"
		"DOTA_Tooltip_ability_zlg_6_Description"	"攻擊的時候有一定概率造成%multiple%%倍暴擊"
		"DOTA_Tooltip_ability_zlg_13"	"半人馬--戰爭踐踏"
		"DOTA_Tooltip_ability_zlg_16"	"花崗巨石怪"
		"DOTA_Tooltip_ability_zlg_17"	"小黑龍"
		"DOTA_Tooltip_ability_zlg_18"	"大薩特"
		"DOTA_Tooltip_ability_zlg_19"	"雷霆蜥蜴"
		"DOTA_Tooltip_ability_zljcjn_bsxx1"	"冰霜新星"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_bsxx2"	"<font color=\"#5cb85c\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_bsxx3"	"<font color=\"#337ab7\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_bsxx4"	"<font color=\"#9400D3\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_bsxx5"	"<font color=\"#fe6d15\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_bsxx6"	"<font color=\"#ffbc09\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_Description"	"召喚具有破壞性的冰爆，降低目的地區域內的敵人的%movespeed_slow%%%移動速度和%attackspeed_slow%%%攻擊速度，並造成智力*%i%的魔法傷害。<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_dyh1"	"地獄火"
		"DOTA_Tooltip_ability_zljcjn_dyh1_Description"	"召喚一個地獄火，砸向地面，眩暈範圍內的敵人，並造成%baseDamage%+%i%*英雄主屬性的魔法傷害。<br><br>地獄火擁有英雄2.2倍的血量，%i%*英雄主屬性的攻擊力，1.0的攻擊間隔，100點初始攻擊速度。<br><br>擁有被動技能-獻祭。每秒對周圍%radius2%碼內的敵人造成自身最大血量*%bfb%的魔法傷害\n每次施法最多召喚兩個地獄火,召喚數量大於2時,每有一隻招不出來額外增加當此召喚地獄火50%%的攻擊力和20%%的血量<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_dyh1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升守衛10%的基礎攻擊力和10點攻擊速度</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh1_duration"	"地獄火存活時間"
		"DOTA_Tooltip_ability_zljcjn_gjz1"	"光擊陣"
		"DOTA_Tooltip_ability_zljcjn_gjz1_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_gjz1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz1_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz1_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz1_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz1_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_gjz2"	"<font color=\"#5cb85c\">光擊陣</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz2_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz2_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz2_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz2_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz2_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz2_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_gjz3"	"<font color=\"#337ab7\">光擊陣</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz3_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz3_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz3_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz3_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz3_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz3_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_gjz4"	"<font color=\"#9400D3\">光擊陣</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz4_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz4_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz4_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz4_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz4_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz4_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_gjz5"	"<font color=\"#fe6d15\">光擊陣</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz5_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz5_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz5_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz5_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz5_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz5_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_gjz6"	"<font color=\"#ffbc09\">光擊陣</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz6_Description"	"召喚柱狀火焰對敵人造成智力*%i%的魔法傷害，並眩暈敵人。<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz6_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_gjz6_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz6_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_gjz6_light_strike_array_stun_duration"	"眩暈時間"
		"DOTA_Tooltip_ability_zljcjn_gjz6_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hrhq1"	"環繞火球"
		"DOTA_Tooltip_ability_zljcjn_hrhq2"	"連環火球"
		"DOTA_Tooltip_ability_zljcjn_hxs1"	"喚星術"
		"DOTA_Tooltip_ability_zljcjn_hxs1_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的一個單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_hxs1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs1_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs1_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hxs2"	"<font color=\"#5cb85c\">喚星術</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的一個單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs2_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hxs3"	"<font color=\"#337ab7\">喚星術</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的一個單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs3_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hxs4"	"<font color=\"#9400D3\">喚星術</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs4_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hxs5"	"<font color=\"#fe6d15\">喚星術</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs5_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hxs6"	"<font color=\"#ffbc09\">喚星術</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_Description"	"每過一段時間，召喚%max%道流星隨機對周圍的單位造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_interval"	"傷害間隔"
		"DOTA_Tooltip_ability_zljcjn_hxs6_radius"	"作用範圍"
		"DOTA_Tooltip_ability_zljcjn_hyfb1"	"火焰風暴"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_Description"	"召喚5道火焰雨，持續對目的地區域內的敵人造成智力*%i%的魔法傷害，並會持續灼燒敵人，灼燒傷害為火焰傷害的一半<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_duration"	"灼燒持續時間"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_i"	"火焰傷害係數"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_ii"	"灼燒傷害係數"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_radius"	"範圍"
		"DOTA_Tooltip_ability_zljcjn_lgsw1"	"靈光守衛"
		"DOTA_Tooltip_ability_zljcjn_lpz1"	"龍破斬"
		"DOTA_Tooltip_ability_zljcjn_lpz1_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_lpz1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz1_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_lpz2"	"<font color=\"#5cb85c\">龍破斬</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz2_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz2_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz2_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_lpz3"	"<font color=\"#337ab7\">龍破斬</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz3_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz3_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz3_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_lpz4"	"<font color=\"#9400D3\">龍破斬</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz4_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br"
		"DOTA_Tooltip_ability_zljcjn_lpz4_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz4_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_lpz5"	"<font color=\"#fe6d15\">龍破斬</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz5_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz5_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz5_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_lpz6"	"<font color=\"#ffbc09\">龍破斬</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz6_Description"	"引導龍的吐息，放出%max%波火焰，燒焦所有波及的敵人，造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz6_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lpz6_i"	"智力傷害係數"
		"DOTA_Tooltip_ability_zljcjn_qssw1"	"群蛇守衛"
		"DOTA_Tooltip_ability_zljcjn_qssw1_Description"	"召喚一群自動攻擊的群蛇守衛，攻擊間隔為1，攻擊速度為100，10點護甲，擁有%i%*英雄主屬性的攻擊力和20%%英雄的血量\n每次施法最多召喚三個群蛇守衛,召喚數量大於3時,每有一隻招不出來額外增加當此召喚群蛇守衛25%%的攻擊力和25%%的血量<br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_qssw1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升守衛10%的基礎攻擊力和10點攻擊速度</font>"
		"DOTA_Tooltip_ability_zljcjn_qssw1_baseDamage"	"基礎攻擊力"
		"DOTA_Tooltip_ability_zljcjn_qssw1_duration"	"存在時間"
		"DOTA_Tooltip_ability_zljcjn_qssw1_max"	"初始守衛數量"
		"DOTA_Tooltip_ability_zljcjn_sdhj1"	"霜凍護甲"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_Description"	"施加一個冰霜魔盾環繞目標，增加目標的護甲。並對攻擊自己的單位施加一層冰霜之力，受到冰霜的單位的攻擊速度和移動速度都會減少,並受到%i%*智力的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_Lore"	"每提升一級技能等級或每一點額外的係數，都會增加一點護甲，增加的護甲會受到暴擊加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_armor"	"基礎護甲加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_duration"	"護盾持續時間"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_i"	"智力係數加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_attack_speed"	"攻擊速度-"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_duration"	"減速持續時間"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_movement_speed"	"移動速度-"
		"DOTA_Tooltip_ability_zljcjn_sszg1"	"神聖之光"
		"DOTA_Tooltip_ability_zljcjn_sszg1_Description"	"治療周圍%radius%碼的所有友方單位，並對周圍的單位造成相同的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
