"lang"
{
	"Language"	"SChinese"
	"Tokens"
	{
		"BOSS_1"	"亡灵骑士"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_bonus_attackspeed"	"攻击速度+"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_bonus_movespeed"	"移动速度+"
		"DOTA_Tooltip_ability_yxtfjn_sw"	"兽王--野性光环"
		"DOTA_Tooltip_ability_yxtfjn_sw_Description"	"增加周围友方单位攻击速度，对自己的效果翻倍。"
		"DOTA_Tooltip_ability_yxtfjn_sw_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_sw_radius"	"作用范围"
		"DOTA_Tooltip_ability_yxtfjn_swqs"	"死亡骑士--邪恶光环"
		"DOTA_Tooltip_ability_yxtfjn_swqs_Description"	"每秒回复自身最大生命值*系数的生命值，增加自身%ys%% 移动速度"
		"DOTA_Tooltip_ability_yxtfjn_swqs_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_tf"	"屠夫--腐肉堆积"
		"DOTA_Tooltip_ability_yxtfjn_tf_Description"	"每杀死一个单位有一定概率额外获得%i%+当前英雄等级/5的力量加成<br>如果屠夫死亡，将会发生爆炸，对周围%radius%码的敌方单位造成系数*自身最大血量的魔法伤害<br><br>每提升1个难度增加10%%的属性获得<br>&nbsp;每1级技能等级提升50%%的属性获得和爆炸伤害"
		"DOTA_Tooltip_ability_yxtfjn_tf_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_tknw"	"痛苦女王--法术吸血"
		"DOTA_Tooltip_ability_yxtfjn_tknw_Description"	"增加法术吸血"
		"DOTA_Tooltip_ability_yxtfjn_tknw_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_wy"	"巫妖--巫妖"
		"DOTA_Tooltip_ability_yxtfjn_wy_Description"	"每杀死一个单位都有一定概率增加自身 %i% + 英雄等级/5 点智力<br><br>每提升1个难度增加10%%的属性获得<br>每1级技能等级+20%%的属性获得"
		"DOTA_Tooltip_ability_yxtfjn_wy_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xkjm"	"虚空假面--时间锁定"
		"DOTA_Tooltip_ability_yxtfjn_xkjm_Description"	"攻击有一定概率造成一次额外攻击，附带伤害系数*敏捷的物理伤害"
		"DOTA_Tooltip_ability_yxtfjn_xkjm_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xm"	"血魔--血怒"
		"DOTA_Tooltip_ability_yxtfjn_xm_Description"	"每次攻击附带自身最大生命值*系数的物理伤害，每次击杀目标都能增加最大生命值上限"
		"DOTA_Tooltip_ability_yxtfjn_xm_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_xz"	"先知--德鲁伊"
		"DOTA_Tooltip_ability_yxtfjn_xz_Description"	"增加召唤物伤害"
		"DOTA_Tooltip_ability_yxtfjn_xz_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_ym"	"影魔--支配死灵"
		"DOTA_Tooltip_ability_yxtfjn_ym_Description"	"使用能量晶石增加属性倍数提升%nljs%倍."
		"DOTA_Tooltip_ability_yxtfjn_ym_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_yznqs"	"月之女骑士--月之祝福"
		"DOTA_Tooltip_ability_yxtfjn_yznqs_Description"	"增加周围友方单位攻击力，自己受到双倍攻击力增幅"
		"DOTA_Tooltip_ability_yxtfjn_yznqs_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_zs"	"宙斯--众神之主"
		"DOTA_Tooltip_ability_yxtfjn_zs_Description"	"每次施法都会对周围的敌方单位造成当前智力+目标当前生命值*系数的魔法伤害"
		"DOTA_Tooltip_ability_yxtfjn_zs_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_zs_radius"	"作用范围"
		"DOTA_Tooltip_ability_zlg_5"	"拐杖怪--欢欣鼓舞"
		"DOTA_Tooltip_ability_zlg_6"	"白狼--致命一击"
		"DOTA_Tooltip_ability_zlg_6_Description"	"攻击的时候有一定概率造成%multiple%%倍暴击"
		"DOTA_Tooltip_ability_zlg_13"	"半人马--战争践踏"
		"DOTA_Tooltip_ability_zlg_16"	"花岗巨石怪"
		"DOTA_Tooltip_ability_zlg_17"	"小黑龙"
		"DOTA_Tooltip_ability_zlg_18"	"大萨特"
		"DOTA_Tooltip_ability_zlg_19"	"雷霆蜥蜴"
		"DOTA_Tooltip_ability_zljcjn_bsxx1"	"冰霜新星"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx1_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_bsxx2"	"<font color=\"#5cb85c\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：<font color=\"#5cb85c\">黄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx2_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_bsxx3"	"<font color=\"#337ab7\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：<font color=\"#337ab7\">玄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx3_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_bsxx4"	"<font color=\"#9400D3\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：<font color=\"#9400D3\">地级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx4_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_bsxx5"	"<font color=\"#fe6d15\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：<font color=\"#fe6d15\">天级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx5_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_bsxx6"	"<font color=\"#ffbc09\">冰霜新星</font>"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_Description"	"召唤具有破坏性的冰爆，降低目标区域内的敌人的%movespeed_slow%%%移动速度和%attackspeed_slow%%%攻击速度，并造成智力*%i%的魔法伤害。<br><br>----------------------------<br>品质：<font color=\"#ffbc09\">仙级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_bsxx6_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_dyh1"	"地狱火"
		"DOTA_Tooltip_ability_zljcjn_dyh1_Description"	"召唤一个地狱火，砸向地面，眩晕范围内的敌人，并造成%baseDamage%+%i%*英雄主属性的魔法伤害。<br><br>地狱火拥有英雄2.2倍的血量，%i%*英雄主属性的攻击力，1.0的攻击间隔，100点初始攻击速度。<br><br>拥有被动技能-献祭。每秒对周围%radius2%码内的敌人造成自身最大血量*%bfb%的魔法伤害\n每次施法最多召唤1个地狱火,召唤数量大于1时,每有一只招不出来额外增加当此召唤地狱火100%%的攻击力和100%%的血量<br><br><br>地狱火的攻击额外受到召唤者的附加伤害，最终伤害，魔法暴击伤害的加成（不受技能伤害加成）<br>地狱火的血量额外受到召唤者的伤害减免加成----------------------------<br>当单位的攻击力超过1E换将额外的攻击力转换成额外的伤害，避免攻击超过21E导致BUG，血量同理<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_dyh1_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升守卫10%的基础攻击力和10点攻击速度</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh1_duration"	"地狱火存活时间"
		"DOTA_Tooltip_ability_zljcjn_gjz1"	"光击阵"
		"DOTA_Tooltip_ability_zljcjn_gjz1_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_gjz1_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz1_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz1_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz1_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz1_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_gjz2"	"<font color=\"#5cb85c\">光击阵</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz2_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：<font color=\"#5cb85c\">黄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz2_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz2_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz2_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz2_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz2_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_gjz3"	"<font color=\"#337ab7\">光击阵</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz3_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：<font color=\"#337ab7\">玄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz3_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz3_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz3_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz3_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz3_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_gjz4"	"<font color=\"#9400D3\">光击阵</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz4_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：<font color=\"#9400D3\">地级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz4_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz4_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz4_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz4_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz4_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_gjz5"	"<font color=\"#fe6d15\">光击阵</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz5_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：<font color=\"#fe6d15\">天级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz5_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz5_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz5_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz5_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz5_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_gjz6"	"<font color=\"#ffbc09\">光击阵</font>"
		"DOTA_Tooltip_ability_zljcjn_gjz6_Description"	"召唤柱状火焰对敌人造成智力*%i%的魔法伤害，并眩晕敌人。<br><br>----------------------------<br>品质：<font color=\"#ffbc09\">仙级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_gjz6_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_gjz6_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz6_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_gjz6_light_strike_array_stun_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_zljcjn_gjz6_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hrhq1"	"环绕火球"
		"DOTA_Tooltip_ability_zljcjn_hrhq2"	"连环火球"
		"DOTA_Tooltip_ability_zljcjn_hxs1"	"唤星术"
		"DOTA_Tooltip_ability_zljcjn_hxs1_Description"	"每过一段时间，召唤%max%道流星随机对周围的一个单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_hxs1_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs1_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs1_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hxs2"	"<font color=\"#5cb85c\">唤星术</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_Description"	"每过一段时间，召唤%max%道流星随机对周围的一个单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#5cb85c\">黄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs2_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs2_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hxs3"	"<font color=\"#337ab7\">唤星术</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_Description"	"每过一段时间，召唤%max%道流星随机对周围的一个单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#337ab7\">玄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs3_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs3_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hxs4"	"<font color=\"#9400D3\">唤星术</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_Description"	"每过一段时间，召唤%max%道流星随机对周围的单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#9400D3\">地级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs4_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs4_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hxs5"	"<font color=\"#fe6d15\">唤星术</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_Description"	"每过一段时间，召唤%max%道流星随机对周围的单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#fe6d15\">天级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs5_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs5_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hxs6"	"<font color=\"#ffbc09\">唤星术</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_Description"	"每过一段时间，召唤%max%道流星随机对周围的单位造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#ffbc09\">仙级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础伤害</font>"
		"DOTA_Tooltip_ability_zljcjn_hxs6_interval"	"伤害间隔"
		"DOTA_Tooltip_ability_zljcjn_hxs6_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_hyfb1"	"火焰风暴"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_Description"	"召唤5道火焰雨，持续对目标区域内的敌人造成智力*%i%的魔法伤害，并会持续灼烧敌人，灼烧伤害为火焰伤害的一半<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_duration"	"灼烧持续时间"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_i"	"火焰伤害系数"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_ii"	"灼烧伤害系数"
		"DOTA_Tooltip_ability_zljcjn_hyfb1_radius"	"范围"
		"DOTA_Tooltip_ability_zljcjn_lgsw1"	"灵光守卫"
		"DOTA_Tooltip_ability_zljcjn_lpz1"	"龙破斩"
		"DOTA_Tooltip_ability_zljcjn_lpz1_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_lpz1_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz1_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_lpz2"	"<font color=\"#5cb85c\">龙破斩</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz2_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#5cb85c\">黄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz2_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz2_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_lpz3"	"<font color=\"#337ab7\">龙破斩</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz3_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#337ab7\">玄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz3_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz3_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_lpz4"	"<font color=\"#9400D3\">龙破斩</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz4_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#9400D3\">地级</font><br"
		"DOTA_Tooltip_ability_zljcjn_lpz4_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz4_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_lpz5"	"<font color=\"#fe6d15\">龙破斩</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz5_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#fe6d15\">天级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz5_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz5_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_lpz6"	"<font color=\"#ffbc09\">龙破斩</font>"
		"DOTA_Tooltip_ability_zljcjn_lpz6_Description"	"引导龙的吐息，放出%max%波火焰，烧焦所有波及的敌人，造成智力*%i%的魔法伤害<br><br>----------------------------<br>品质：<font color=\"#ffbc09\">仙级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lpz6_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_lpz6_i"	"智力伤害系数"
		"DOTA_Tooltip_ability_zljcjn_qssw1"	"群蛇守卫"
		"DOTA_Tooltip_ability_zljcjn_qssw1_Description"	"召唤一群自动攻击的群蛇守卫，攻击间隔为1，攻击速度为100，10点护甲，拥有%i%*英雄主属性的攻击力和20%%英雄的血量\n每次施法最多召唤2个群蛇守卫,召唤数量大于2时,每有一只招不出来额外增加当此召唤群蛇守卫20%%的攻击力和20%%的血量<br><br>群蛇守卫的攻击额外受到召唤者的附加伤害，最终伤害，魔法暴击伤害的加成（不受技能伤害加成）<br>群蛇守卫的血量额外受到召唤者的伤害减免加成<br>当单位的攻击力超过1E换将额外的攻击力转换成额外的伤害，避免攻击超过21E导致BUG，血量同理<br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_qssw1_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升守卫10%的基础攻击力和10点攻击速度</font>"
		"DOTA_Tooltip_ability_zljcjn_qssw1_baseDamage"	"基础攻击力"
		"DOTA_Tooltip_ability_zljcjn_qssw1_duration"	"存在时间"
		"DOTA_Tooltip_ability_zljcjn_qssw1_max"	"初始守卫数量"
		"DOTA_Tooltip_ability_zljcjn_sdhj1"	"霜冻护甲"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_Description"	"施加一个冰霜魔盾环绕目标，增加目标的护甲。并对攻击自己的单位施加一层冰霜之力，受到冰霜的单位的攻击速度和移动速度都会减少,并受到%i%*智力的魔法伤害<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_Lore"	"每提升一级技能等级或每一点额外的系数，都会增加一点护甲，增加的护甲会受到暴击加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_armor"	"基础护甲加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_duration"	"护盾持续时间"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_i"	"智力系数加成"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_attack_speed"	"攻击速度-"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_duration"	"减速持续时间"
		"DOTA_Tooltip_ability_zljcjn_sdhj1_slow_movement_speed"	"移动速度-"
		"DOTA_Tooltip_ability_zljcjn_sszg1"	"神圣之光"
		"DOTA_Tooltip_ability_zljcjn_sszg1_Description"	"治疗周围%radius%码的所有友方单位，并对周围的单位造成相同的魔法伤害<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_sszg1_Lore"	"<font color=\"#f0ad4e\">每级技能等级都会提升10%的基础治疗</font>"
		"DOTA_Tooltip_ability_zljcjn_sszg1_baseHeal"	"基础治疗"
		"DOTA_Tooltip_ability_zljcjn_sszg1_i"	"治疗主属性系数"
		"DOTA_Tooltip_ability_zljcjn_swmc1"	"死亡脉冲"
		"DOTA_Tooltip_ability_zljcjn_swmc1_Description"	"在周围释放死亡波动，伤害敌方单位并治疗友军单位。（和智力挂钩）<br><br>----------------------------<br>品质：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_swmc1_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_swmc1_baseHeal"	"基础治疗"
		"DOTA_Tooltip_ability_zljcjn_swmc1_i"	"基础伤害系数"
		"DOTA_Tooltip_ability_zljcjn_swmc1_ii"	"基础治疗系数"
		"DOTA_Tooltip_ability_zljcjn_swmc1_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_swmc2"	"<font color=\"#5cb85c\">死亡脉冲</font>"
		"DOTA_Tooltip_ability_zljcjn_swmc2_Description"	"在他周围释放死亡波动，伤害敌方单位并治疗友军单位。（和智力挂钩）<br><br>----------------------------<br>品质：<font color=\"#5cb85c\">黄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_swmc2_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_swmc2_baseHeal"	"基础治疗"
		"DOTA_Tooltip_ability_zljcjn_swmc2_i"	"基础伤害系数"
		"DOTA_Tooltip_ability_zljcjn_swmc2_ii"	"基础治疗系数"
		"DOTA_Tooltip_ability_zljcjn_swmc2_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_swmc3"	"<font color=\"#337ab7\">死亡脉冲</font>"
		"DOTA_Tooltip_ability_zljcjn_swmc3_Description"	"在他周围释放死亡波动，伤害敌方单位并治疗友军单位。（和智力挂钩）<br><br>----------------------------<br>品质：<font color=\"#337ab7\">玄级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_swmc3_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_swmc3_baseHeal"	"基础治疗"
		"DOTA_Tooltip_ability_zljcjn_swmc3_i"	"基础伤害系数"
		"DOTA_Tooltip_ability_zljcjn_swmc3_ii"	"基础治疗系数"
		"DOTA_Tooltip_ability_zljcjn_swmc3_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_swmc4"	"<font color=\"#9400D3\">死亡脉冲</font>"
		"DOTA_Tooltip_ability_zljcjn_swmc4_Description"	"在他周围释放死亡波动，伤害敌方单位并治疗友军单位。（和智力挂钩）<br><br>----------------------------<br>品质：<font color=\"#9400D3\">地级</font><br>"
		"DOTA_Tooltip_ability_zljcjn_swmc4_baseDamage"	"基础伤害"
		"DOTA_Tooltip_ability_zljcjn_swmc4_baseHeal"	"基础治疗"
		"DOTA_Tooltip_ability_zljcjn_swmc4_i"	"基础伤害系数"
		"DOTA_Tooltip_ability_zljcjn_swmc4_ii"	"基础治疗系数"
		"DOTA_Tooltip_ability_zljcjn_swmc4_radius"	"作用范围"
		"DOTA_Tooltip_ability_zljcjn_swmc5"	"<font color=\"#fe6d15\">死亡脉冲</font>"
		"DOTA_Tooltip_ability_zljcjn_swmc5_Description"	"在他周围释放死亡波动，伤害敌方单位并治疗友军单位。（和智力挂钩）<br><br>----------------------------<br>品质：<font color=\"#fe6d15\">天级</font><br>"
